,시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,음식물 처리방법,소독관리-관리방식,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리형태,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애우),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,"주차관제, 홈네트워크",관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,주소,위도,경도
3274,부산광역시,사하구,,괴정동,A60480703,벽산하이츠아파트,아파트,부산광역시 사하구 괴정동 352-34 벽산하이츠아파트,부산광역시 사하구 오작로 104,분양,19951113,20090511,2,299,299,0,위탁관리,개별난방,혼합식,벽산건설(주),하이츠건설(주),(주)신성,위탁관리,3.0,위탁관리,4.0,(주)신성,위탁관리,2.0,음식물쓰레기종량제,위탁관리,3.0,분무식,철근콘크리트구조,690,단일계약,위탁선임,P형,부스타방식,위탁관리,6.0,0.0,6.0,0.0,0.0,0.0,221,136.0,85.0,32.0,무,부산광역시 사하구 오작로104(괴정동),0512917948,512917948.0,"관리사무소, 노인정, 어린이놀이터",23,23.0,1,오작로 104,35.1040713,129.006933
3275,부산광역시,사하구,,괴정동,A10024383,사하역비스타동원,아파트,부산광역시 사하구 괴정동 1284 사하역비스타동원,부산광역시 사하구 낙동대로 280,분양,20210126,20210311,4,513,513,0,위탁관리,개별난방,계단식,동원개발,괴정지역주택조합,(주)청풍산업,위탁관리,6.0,위탁관리,0.0,(주)태협,위탁관리,6.0,음식물쓰레기종량제,관리방식미정,,-,철골철근콘크리트구조,2400,종합계약,상주선임,R형,부스타방식,위탁관리,13.0,0.0,0.0,0.0,0.0,0.0,616,0.0,616.0,198.0,유,부산시 사하구 낙동대로280,0512715501,512715502.0,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",32,32.0,4,낙동대로 280,35.205343,128.9961546
3276,부산광역시,사하구,,괴정동,A60481002,신괴정화신맨션아파트,아파트,부산광역시 사하구 괴정동 398-23 신괴정화신맨션아파트,부산광역시 사하구 오작로 68,분양,19900331,20090511,3,270,270,0,위탁관리,개별난방,계단식,(주)화신주택,(주)화신주택,(주)하나종합관리,위탁관리,3.0,위탁관리,4.0,(주)삼성티엠에스,위탁관리,2.0,음식물쓰레기종량제,위탁관리,2.0,분무식,철근콘크리트구조,700,단일계약,위탁선임,P형,고가수조식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,187,148.0,39.0,35.0,무,부산시 사하구 오작로 68,0512044930,512044928.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,0,오작로 68,35.1040713,129.006933
3277,부산광역시,사하구,,괴정동,A60473407,신동양,아파트,부산광역시 사하구 괴정동 547-1 신동양,부산광역시 사하구 장평로450번길 12,분양,19791220,20090511,3,273,273,0,자치관리,개별난방,혼합식,신동양건설,신동양건설, ,자치관리,3.0,자치관리,4.0,,자치관리,3.0,음식물쓰레기종량제,자치관리,10.0,분무식,철근콘크리트구조,550,종합계약,위탁선임,P형,고가수조식,위탁관리,3.0,0.0,0.0,0.0,0.0,0.0,235,235.0,0.0,41.0,무,부산광역시 사하구 낙동대로 265번길,0519930488,519930479.0,"관리사무소, 어린이놀이터",13,13.0,1,장평로450번길 12,35.0975539,128.9899752
3278,부산광역시,사하구,,괴정동,A60481206,우신타워,아파트,부산광역시 사하구 괴정동 614-9 우신타워,부산광역시 사하구 사하로141번나길 35-4,분양,19891012,20090511,2,250,250,0,자치관리,개별난방,혼합식,우신종합건설,우신종합건설, ,자치관리,2.0,자치관리,4.0,,자치관리(직영),2.0,음식물쓰레기종량제,위탁관리,2.0,분무식,철근콘크리트구조,500,단일계약,위탁선임,P형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,155,155.0,0.0,28.0,무,부산광역시 사하구 사하로141번나길 35-4,0512062550,512062550.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,0,사하로141번나길 35-4,35.0947221,128.9889901
3279,부산광역시,사하구,,괴정동,A60481504,한신청록,아파트,부산광역시 사하구 괴정동 795-14 한신청록,부산광역시 사하구 승학로 221,분양,19971114,20090511,2,225,225,0,위탁관리,개별난방,계단식,(주)한신건설,청록건설,(주)주우관리,위탁관리,3.0,위탁관리,4.0,(주)주우관리,위탁관리,2.0,음식물쓰레기종량제,위탁관리,2.0,분무식,철근콘크리트구조,700,단일계약,위탁선임,R형,고가수조식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,220,68.0,152.0,7.0,무,부산 사하구 승학로 221,0512929792,519639792.0,"관리사무소, 노인정, 어린이놀이터",19,19.0,3,승학로 221,35.106679,128.9717326
3280,부산광역시,사하구,,당리동,A10026912,경보이리스힐당리,아파트,부산광역시 사하구 당리동 577 경보이리스힐당리,부산광역시 사하구 승학로71번길 146,분양,20170426,20170731,3,279,279,0,위탁관리,개별난방,계단식,(주)경보종합건설,(주)청일건설산업,(주)삼성T.M.S,위탁관리,3.0,위탁관리,2.0,(주)삼성티엠에스,위탁관리,3.0,차량수거방식,위탁관리,4.0,분무식,철근콘크리트구조,1900,단일계약,상주선임,R형,부스타방식,위탁관리,0.0,0.0,0.0,0.0,8.0,0.0,294,22.0,272.0,67.0,무,부산시 사하구 승학로71번길 146,0512045252,512045454.0,"관리사무소, 노인정, 어린이놀이터, 기타",26,26.0,3,승학로71번길 146,35.1074081,128.9783944
3281,부산광역시,사하구,,당리동,A60482812,당리동1차동원베네스트,아파트,부산광역시 사하구 당리동 16-7 당리동1차동원베네스트,부산광역시 사하구 제석로 160,분양,20050205,20090511,7,499,499,0,자치관리,개별난방,계단식,동원건설산업,동원건설산업, ,자치관리,5.0,자치관리(직영),6.0,,자치관리(직영),4.0,음식물쓰레기종량제,위탁관리,4.0,분무식,철근콘크리트구조,1900,단일계약,상주선임,R형,부스타방식,위탁관리,18.0,0.0,0.0,0.0,0.0,0.0,520,304.0,216.0,94.0,무,부산광역시 사하구 제석로160,0512923116,512923117.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,15.0,0,제석로 160,35.1025844,128.9697745
3282,부산광역시,사하구,,당리동,A60482811,당리동2차동원베네스트,아파트,부산광역시 사하구 당리동 16-12 당리동2차동원베네스트,부산광역시 사하구 제석로 171,분양,20060118,20090511,5,432,432,0,자치관리,개별난방,계단식,삼미개발(주),동원시스템즈, ,자치관리,5.0,자치관리,4.0,,자치관리,4.0,음식물쓰레기종량제,위탁관리,3.0,분무식,철근콘크리트구조,1091,단일계약,위탁선임,R형,부스타방식,위탁관리,11.0,0.0,0.0,0.0,0.0,0.0,586,235.0,351.0,73.0,무,부산시 사하구 제석로 171(당리동 16-12) 당리동원2차베네스트 관리사무소,0512936997,512936998.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",20,20.0,1,제석로 171,35.1025844,128.9697745
3283,부산광역시,사하구,,당리동,A60471209,당리반도보라아파트,아파트,부산광역시 사하구 당리동 180 당리반도보라아파트,부산광역시 사하구 제석로79번길 11,분양,19920725,20090511,3,384,384,0,자치관리,개별난방,계단식,(주)반도종합건설,(주)반도종합건설, ,자치관리,3.0,자치관리,6.0,,자치관리,3.0,거점장비수거방식,위탁관리,5.0,"도포식,분무식,기구부착식",철근콘크리트구조,336,기타,위탁선임,P형,부스타방식,위탁관리,13.0,0.0,0.0,0.0,0.0,0.0,438,384.0,54.0,78.0,무,부산광역시 사하구 제석로 79번길 11(당리동),0512088388,519968388.0,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,15.0,0,제석로79번길 11,35.1078127,128.9760536
3284,부산광역시,사하구,,당리동,A60471706,당리벽산으뜸아파트,아파트,부산광역시 사하구 당리동 534-1 당리벽산으뜸아파트,부산광역시 사하구 다대로22번길 30,분양,19920827,20090511,2,270,270,0,자치관리,개별난방,계단식,벽산건설,벽산건설, ,자치관리,3.0,위탁관리,4.0,비앤에이서비스,위탁관리,2.0,음식물쓰레기종량제,자치관리,2.0,"도포식,분무식",철근콘크리트구조,845,단일계약,위탁선임,P형,고가수조식,위탁관리,10.0,0.0,0.0,0.0,0.0,0.0,233,233.0,0.0,24.0,무,부산광역시 사하구 다대로22번길 30 ,0512021660,512021660.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,1,다대로22번길 30,35.0995625,128.9758119
3285,부산광역시,사하구,,당리동,A60471809,당리부영벽산블루밍,아파트,부산광역시 사하구 당리동 66 당리부영벽산블루밍,부산광역시 사하구 승학로71번길 60,분양,20110119,20110325,5,298,298,0,위탁관리,개별난방,계단식,(주)벽산건설,(주)부영건설,(주)고태,위탁관리,5.0,위탁관리,3.0,(주)고태,위탁관리,3.0,차량수거방식,위탁관리,4.0,"도포식,분무식",벽돌구조,1750,단일계약,상주선임,R형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,303,20.0,283.0,78.0,유,부산광역시 사하구 승학로 71번길 60,0512010653,512010654.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,21.0,3,승학로71번길 60,35.1074081,128.9783944
3286,부산광역시,사하구,,당리동,A60471904,당리삼성타워아파트,아파트,부산광역시 사하구 당리동 480-9 당리삼성타워아파트,부산광역시 사하구 마하로 81,분양,19911219,20090511,1,210,210,0,자치관리,개별난방,계단식,삼성건설(주),삼성건설(주), ,자치관리,2.0,자치관리,2.0,,자치관리,2.0,거점장비수거방식,위탁관리,4.0,분무식,철근콘크리트구조,141,단일계약,위탁선임,P형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,190,130.0,60.0,32.0,무,부산광역시 사하구 당리동 480-9번지 (마하로81),0512055548,512055595.0,"관리사무소, 노인정",15,15.0,1,마하로 81,35.102086,128.981698
3287,부산광역시,사하구,,당리동,A60471808,당리신익아파트,아파트,부산광역시 사하구 당리동 407 당리신익아파트,부산광역시 사하구 승학로 123-4,분양,19920124,20090511,5,299,299,0,자치관리,개별난방,혼합식,(주)신익개발,(주)신익개발, ,자치관리,4.0,위탁관리,5.0,(주)에스코아,위탁관리,3.0,음식물쓰레기종량제,위탁관리,2.0,분무식,철근콘크리트구조,577,단일계약,위탁선임,P형,부스타방식,위탁관리,12.0,0.0,0.0,0.0,0.0,0.0,284,284.0,0.0,46.0,무,부산광역시 사하구 승학로 123-4 ,0512060113,512060889.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,1,승학로 123-4,35.106679,128.9717326
3288,부산광역시,사하구,,당리동,A60471810,당리푸르지오,아파트,부산광역시 사하구 당리동 572 당리푸르지오,부산광역시 사하구 승학로71번길 30,임대+분양,20130724,20130530,5,542,494,48,위탁관리,개별난방,계단식,(주)대우건설,당리1지구주택재개발정비사업조함,(주)에이비씨서비스,위탁관리,5.0,위탁관리,8.0,(주)kb시스템,위탁관리,5.0,음식물쓰레기종량제,위탁관리,4.0,분무식,철근콘크리트구조,2500,종합계약,상주선임,P형,부스타방식,위탁관리,13.0,0.0,0.0,0.0,0.0,1.0,737,0.0,737.0,160.0,유,부산시 사하구 승학로70번길 30(당리동),0512022245,512022246.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",26,26.0,3,승학로71번길 30,35.1074081,128.9783944
3289,부산광역시,사하구,,당리동,A60482901,당리형제아파트,아파트,부산광역시 사하구 당리동 39-18 당리형제아파트,부산광역시 사하구 제석로95번길 21,분양,19981124,20090511,1,183,183,0,자치관리,개별난방,혼합식,(주)혜성건설,(주)형제주택, ,자치관리,2.0,위탁관리,2.0,(주)삼성보안공사,위탁관리,2.0,차량수거방식,자치관리,2.0,분무식,철근콘크리트구조,610,단일계약,위탁선임,P형,고가수조식,위탁관리,0.0,0.0,4.0,0.0,0.0,0.0,129,105.0,24.0,42.0,무,부산광역시 사하구 제석로95번길 21,0512023587,512023582.0,"관리사무소, 어린이놀이터, 자전거보관소",18,18.0,1,제석로95번길 21,35.1099454,128.9769601
3290,부산광역시,사하구,,당리동,A60472010,당리혜성아파트,아파트,부산광역시 사하구 당리동 17-2 당리혜성아파트,부산광역시 사하구 제석로 127,분양,19960130,20090511,4,423,423,0,자치관리,개별난방,혼합식,(주)혜성건설,(주)혜성건설, ,자치관리,4.0,자치관리,6.0,,자치관리,4.0,거점장비수거방식,위탁관리,6.0,분무식,철근콘크리트구조,750,단일계약,위탁선임,기타,부스타방식,위탁관리,10.0,0.0,0.0,0.0,0.0,0.0,288,110.0,178.0,46.0,무,부산광역시 사하구 제석로127,0512075387,512070050.0,"관리사무소, 노인정, 어린이놀이터",25,25.0,0,제석로 127,35.1025844,128.9697745
3291,부산광역시,사하구,,당리동,A60482902,우림그린아파트,아파트,부산광역시 사하구 당리동 33-3 우림그린아파트,부산광역시 사하구 제석로95번길 22-5,분양,19910527,20090511,2,194,194,0,자치관리,개별난방,계단식,(주)우림주택,(주)우림주택, ,자치관리,2.0,자치관리,4.0,,자치관리,2.0,차량수거방식,위탁관리,7.0,분무식,철근콘크리트구조,150,단일계약,위탁선임,P형,고가수조식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,175,143.0,32.0,39.0,무,부산시 사하구 제석로 95번길 22-5,0512072331,512072331.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,1,제석로95번길 22-5,35.1099454,128.9769601
3292,부산광역시,사하구,,하단동,A60476101,가락타운1단지아파트,아파트,부산광역시 사하구 하단동 365 가락타운1단지아파트,부산광역시 사하구 하신번영로 365,분양,19920914,20090511,18,1746,1746,0,위탁관리,개별난방,계단식,"현대산업개발(주),벽산건설(주)",현대산업개발(주),(주)디이씨오,위탁관리,12.0,위탁관리,30.0,삼성보안공사,위탁관리,10.0,음식물쓰레기종량제,위탁관리,3.0,"도포식,분무식",철근콘크리트구조,4700,종합계약,상주선임,P형,부스타방식,위탁관리,51.0,0.0,0.0,0.0,0.0,0.0,1289,1082.0,207.0,206.0,무,부산광역시 사하구 하신번영로 365,0512049566,519919161.0,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",20,20.0,1,하신번영로 365,35.09396,128.9603691
3293,부산광역시,사하구,,하단동,A60476206,가락타운2.3단지아파트,아파트,부산광역시 사하구 하단동 1175 가락타운2.3단지아파트,부산광역시 사하구 하신번영로 233,분양,19920914,20090511,35,2980,2980,0,자치관리,개별난방,계단식,"SK건설, 벽산건설",가락타운합동업단, ,자치관리,15.0,위탁관리,52.0,경동기업,위탁관리,26.0,음식물쓰레기종량제,위탁관리,3.0,-,철근콘크리트구조,7200,단일계약,상주선임,P형,고가수조식,위탁관리,87.0,0.0,0.0,0.0,0.0,0.0,1931,1352.0,579.0,333.0,무,부산시 사하구 하신번영로 233,0512047668,512047670.0,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",24,24.0,1,하신번영로 233,35.09396,128.9603691
3294,부산광역시,사하구,,하단동,A60402104,남영1차아파트,아파트,부산광역시 사하구 하단동 479 남영1차아파트,부산광역시 사하구 낙동대로575번길 30,임대,19870325,20090511,5,165,165,0,위탁관리,개별난방,계단식,남영토건,남영토건,(주)신성,위탁관리,3.0,위탁관리,,,위탁관리,1.0,음식물쓰레기종량제,위탁관리,7.0,"도포식,분무식",철근콘크리트구조,0,단일계약,기타,기타,부스타방식,,,0.0,0.0,0.0,0.0,0.0,35,35.0,0.0,27.0,무,부산광역시 사하구 낙동대로575번길 10,0512034441,512034443.0,어린이놀이터,5,15.0,0,낙동대로575번길 30,35.1125653,128.9616369
3295,부산광역시,사하구,,하단동,A60402001,남영임대2차아파트,아파트,부산광역시 사하구 하단동 475 남영임대2차아파트,부산광역시 사하구 낙동대로575번길 10,임대,19890415,20090511,2,354,354,0,위탁관리,개별난방,복도식,남영토건,남영토건,(주)신성,위탁관리,5.0,위탁관리,,,위탁관리,3.0,음식물쓰레기종량제,위탁관리,7.0,"도포식,분무식",철근콘크리트구조,750,종합계약,위탁선임,P형,고가수조식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,68,68.0,0.0,16.0,무,부산광역시 사하구 낙동대로575번길 10,0512034441,512034443.0,"관리사무소, 어린이놀이터",15,15.0,0,낙동대로575번길 10,35.1125653,128.9616369
3296,부산광역시,사하구,,하단동,A60402003,하단 SK VIEW 아파트,아파트,부산광역시 사하구 하단동 1217-1 하단 SK VIEW 아파트,부산광역시 사하구 하신번영로 400,분양,20040531,20090511,17,1828,1828,0,위탁관리,개별난방,계단식,SK건설,SK건설,(주)대한주택개발,위탁관리,13.0,위탁관리,22.0,세명엔터프라이즈,위탁관리,18.0,음식물쓰레기종량제,위탁관리,3.0,분무식,철근콘크리트구조,3850,단일계약,상주선임,GR형,부스타방식,위탁관리,38.0,0.0,0.0,0.0,0.0,0.0,1872,784.0,1088.0,175.0,무,부산시 사하구 하신번영로 400,0512075557,512941575.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",25,25.0,0,하신번영로 400,35.09396,128.9603691
3297,부산광역시,사하구,,하단동,A10023581,하단롯데캐슬,,부산광역시 사하구 하단동 1219 하단롯데캐슬,부산광역시 사하구 낙동대로 413,임대,20220930,20221028,1,356,356,0,위탁관리,개별난방,복도식,롯데건설(주),(주)엘티하나제7호위탁관리부동산투자회사,동우씨엠(주),위탁관리,5.0,위탁관리,2.0,동우씨엠(주),위탁관리,4.0,음식물쓰레기종량제,기타,,-,철근콘크리트구조,2350,종합계약,상주선임,GR형,부스타방식,관리방식미정,97.0,0.0,97.0,0.0,0.0,0.0,281,0.0,281.0,97.0,유,부산광역시 사하구 낙동대로 413,0512949860,512949861.0,"관리사무소, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",20,20.0,4,낙동대로 413,35.205343,128.9961546
3298,부산광역시,사하구,,하단동,A60485001,하단삼창,아파트,부산광역시 사하구 하단동 277 하단삼창,부산광역시 사하구 괴정로 76,분양,20010625,20090511,1,162,162,0,위탁관리,개별난방,계단식,삼창종합건설(주),삼창종합건설(주),(주)디이씨오,위탁관리,2.0,위탁관리,2.0,경성종합관리,위탁관리,2.0,차량수거방식,위탁관리,1.0,"도포식,분무식",철근콘크리트구조,640,단일계약,위탁선임,P형,고가수조식,위탁관리,0.0,0.0,0.0,0.0,4.0,0.0,160,26.0,134.0,24.0,무,부산광역시 사하구 괴정로 76,0512060018,512060070.0,"관리사무소, 노인정, 어린이놀이터",21,21.0,3,괴정로 76,35.1023099,128.9705282
3299,부산광역시,사하구,,하단동,A60402002,하단청구아파트,아파트,부산광역시 사하구 하단동 717-1 하단청구아파트,부산광역시 사하구 낙동대로520번길 14,분양,19990213,20090511,2,448,448,0,자치관리,개별난방,계단식,(주)청구,(주)항도건설, ,자치관리,4.0,자치관리,4.0,,자치관리,4.0,음식물쓰레기종량제,위탁관리,4.0,"도포식,분무식",철근콘크리트구조,950,단일계약,위탁선임,P형,부스타방식,위탁관리,11.0,0.0,0.0,0.0,0.0,0.0,432,247.0,185.0,68.0,무,부산시 사하구 낙동대로520번길 14,0512910998,512930968.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",25,25.0,1,낙동대로520번길 14,35.1108191,128.9662002
3300,부산광역시,사하구,,하단동,A60474905,한신혜성아파트,아파트,부산광역시 사하구 하단동 277-2 한신혜성아파트,부산광역시 사하구 동매로 120,분양,19960507,20090511,4,533,533,0,자치관리,개별난방,혼합식,한신공영(주),혜성개발, ,자치관리,4.0,위탁관리,8.0,부경공영주식회사,위탁관리,4.0,음식물쓰레기종량제,위탁관리,6.0,"분무식,기구부착식,독이식",철근콘크리트구조,500,단일계약,위탁선임,P형,부스타방식,위탁관리,0.0,0.0,11.0,0.0,0.0,0.0,355,130.0,225.0,68.0,무,부산광역시 사하구 동매로 120,0512039858,512039882.0,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",25,25.0,0,동매로 120,35.1035657,128.9618577
3301,부산광역시,사하구,,신평동,A10027236,사하뷰웰아파트,아파트,부산광역시 사하구 신평동 669 사하뷰웰아파트,부산광역시 사하구 신산북로 43,분양,20161202,20170104,13,900,900,0,위탁관리,개별난방,계단식,동광건설,LH,(주)디이씨오,위탁관리,8.0,위탁관리,8.0,(주)장천,위탁관리,10.0,음식물쓰레기종량제,위탁관리,3.0,"도포식,분무식",철근콘크리트구조,4200,단일계약,상주선임,R형,부스타방식,위탁관리,28.0,0.0,0.0,0.0,0.0,0.0,957,171.0,786.0,184.0,유,부산시 사하구 신산북로 43번길 59,0512948601,512948603.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설",22,22.0,2,신산북로 43,35.0904823,128.9740487
3302,부산광역시,사하구,,신평동,A10023928,사하코오롱하늘채아파트,아파트,부산광역시 사하구 신평동 674 사하코오롱하늘채아파트,,분양,20211231,20220218,11,969,969,0,위탁관리,개별난방,계단식,(주)코오롱글로벌,신평지역주택조합,(주)하나종합관리,위탁관리,8.0,위탁관리,6.0,에스케이쉴더스 주식회사,위탁관리,10.0,음식물쓰레기종량제,위탁관리,3.0,분무식,철근콘크리트구조,5881.7,종합계약,상주선임,GR형,부스타방식,기타,30.0,0.0,0.0,0.0,0.0,0.0,1042,0.0,1042.0,254.0,유,부산시 사하구 신산북로 41,0512949111,512949110.0,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",29,29.0,3,,0.0,0.0
3303,부산광역시,사하구,,신평동,A60475903,신익강변타운아파트,아파트,부산광역시 사하구 신평동 408 신익강변타운아파트,부산광역시 사하구 하신중앙로 180,분양,19920325,20090511,8,937,937,0,위탁관리,개별난방,혼합식,현대건설,신익개발(주),(주)디이씨오,위탁관리,7.0,위탁관리,8.0,(주)경동기업,위탁관리,8.0,음식물쓰레기종량제,위탁관리,4.0,"분무식,기구부착식",철근콘크리트구조,2200,단일계약,상주선임,R형,부스타방식,위탁관리,29.0,0.0,0.0,0.0,0.0,0.0,501,323.0,178.0,128.0,무,부산광역시 사하구 하신중앙로 180,0512923068,512056555.0,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원",15,15.0,1,하신중앙로 180,35.1048176,128.9655508
3304,부산광역시,사하구,,신평동,A60403002,신평럭키무지개타운아파트,아파트,부산광역시 사하구 신평동 206-1 신평럭키무지개타운아파트,부산광역시 사하구 신산북로43번길 43,분양,19900725,20090511,4,505,505,0,자치관리,개별난방,혼합식,(주)부원,(주)부원, ,자치관리,5.0,위탁관리,4.0,태영개발(주),위탁관리,3.0,음식물쓰레기종량제,위탁관리,3.0,분무식,철근콘크리트구조,1250,단일계약,상주선임,P형,고가수조식,위탁관리,14.0,0.0,0.0,0.0,0.0,0.0,400,400.0,0.0,34.0,무,부산시 사하구 신평1동 206-1,0512065919,512050199.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,0,신산북로43번길 43,35.0921114,128.9700615
3305,부산광역시,사하구,,신평동,A60483203,신평삼익아파트,아파트,부산광역시 사하구 신평동 7 신평삼익아파트,부산광역시 사하구 장평로 311,분양,19890530,20090511,7,312,312,0,자치관리,개별난방,계단식,주)삼익주택,(주)동아주택건설, ,자치관리,3.0,자치관리,3.0,,자치관리,2.0,차량수거방식,위탁관리,4.0,분무식,철근콘크리트구조,0,단일계약,위탁선임,P형,고가수조식,,,0.0,0.0,0.0,0.0,0.0,218,218.0,0.0,16.0,무,부산시사하구장평로311,0512014690,512014690.0,"관리사무소, 노인정, 어린이놀이터",6,6.0,1,장평로 311,35.0875101,128.9729183
3306,부산광역시,사하구,,신평동,A60483402,신평삼창강변아파트,아파트,부산광역시 사하구 신평동 437 신평삼창강변아파트,부산광역시 사하구 비봉로 37,분양,19980114,20090511,2,297,297,0,위탁관리,개별난방,계단식,삼창종합건설(주),삼창,(주)에이비씨서비스,위탁관리,3.0,위탁관리,3.0,에이비씨서비스,위탁관리,2.0,음식물쓰레기종량제,자치관리(직영),2.0,분무식,철근콘크리트구조,982,단일계약,위탁선임,R형,고가수조식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,298,101.0,197.0,43.0,무,부산시 사하구 비봉로 37 (신평동),0512064323,512064324.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",22,22.0,1,비봉로 37,38.0662681,128.17443922897996
3307,부산광역시,사하구,,신평동,A10027330,신평삼한사랑채아파트,아파트,부산광역시 사하구 신평동 668 신평삼한사랑채아파트,,분양,20161014,20161110,5,298,298,0,위탁관리(직영+위탁),개별난방,계단식,삼한주택,삼한주택,(주)장천,위탁관리(직영+위탁),4.0,위탁관리,2.0,(주)장천,위탁관리,3.0,거점장비수거방식,자치관리(직영),3.0,분무식,철근콘크리트구조,1250,종합계약,상주선임,P형,부스타방식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,318,6.0,312.0,61.0,유,부산광역시 사하구 신산북로 5,0512082920,512082921.0,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",25,25.0,2,,0.0,0.0
3308,부산광역시,사하구,,신평동,A60472701,신평한성기린아파트,아파트,부산광역시 사하구 신평동 100 신평한성기린아파트,부산광역시 사하구 다대로 109,분양,19930618,20110420,2,282,282,0,자치관리,개별난방,계단식,한성기린건설,한성기린건설, ,자치관리,2.0,위탁관리,2.0,삼성보안공사,위탁관리,2.0,차량수거방식,자치관리,3.0,분무식,철근콘크리트구조,289,단일계약,위탁선임,P형,부스타방식,위탁관리,10.0,0.0,0.0,0.0,0.0,0.0,214,153.0,61.0,39.0,무,부산광역시 사하구 다대로 109,0512087434,512087434.0,"관리사무소, 노인정, 어린이놀이터",15,15.0,1,다대로 109,35.06139345,128.9782588811836
3309,부산광역시,사하구,,신평동,A60483404,신평한신아파트,아파트,부산광역시 사하구 신평동 425 신평한신아파트,부산광역시 사하구 비봉로 42,분양,19931214,20090511,6,937,937,0,위탁관리,개별난방,계단식,한신공영(주),신익개발(주),(주)명건,위탁관리,6.0,위탁관리,12.0,(주)비엔에이서비스,위탁관리,9.0,음식물쓰레기종량제,위탁관리,6.0,분무식,철근콘크리트구조,1432,단일계약,상주선임,P형,고가수조식,위탁관리,0.0,0.0,21.0,0.0,0.0,0.0,739,316.0,423.0,98.0,무,부산시 사하구 비봉로42 신평한신아파트 관리사무소,0512924015,512073745.0,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",25,25.0,4,비봉로 42,35.0973359,128.9642994
3310,부산광역시,사하구,,신평동,A60476805,신평현대아파트,아파트,부산광역시 사하구 신평동 400 신평현대아파트,부산광역시 사하구 하신중앙로 170,분양,19941217,20090511,4,992,992,0,위탁관리,개별난방,계단식,현대산업개발,교직원 조합,(주)삼성T.M.S,위탁관리,6.0,위탁관리,12.0,(주)명가종합관리,위탁관리,6.0,음식물쓰레기종량제,위탁관리,5.0,분무식,철근콘크리트구조,3250,단일계약,상주선임,R형,부스타방식,위탁관리,23.0,0.0,0.0,0.0,0.0,0.0,877,606.0,271.0,115.0,유,부산광역시 사하구 하신중앙로 170,0512932611,512932612.0,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",25,25.0,1,하신중앙로 170,35.0936542,128.9635932
